name,price,type,color,psu,side_panel,external_volume,internal_35_bays,form_factor_family,has_builtin_psu,estimated_max_gpu_length,is_estimated_gpu_clearance
In Win Z583T.D400TBL,,MicroATX Mini Tower,Black / Silver,400.0,Unknown,24.2,1,MicroATX,True,300,True
Lian Li PC-K57W,,ATX Mid Tower,Black,0.0,Acrylic,49.9,3,ATX,True,350,True
Raidmax Reiter,,ATX Mid Tower,Black,0.0,Unknown,49.5,4,ATX,True,350,True
Silverstone RV03B-W,,ATX Full Tower,Black / White,0.0,Acrylic,69.4,4,ATX,True,400,True
Sunbeam IC-QB-SVBK,,ATX Mid Tower,Black / Silver,0.0,Acrylic,38.6,3,ATX,True,350,True
Xigmatek Pantheon,,ATX Mid Tower,Black,0.0,Acrylic,45.8,4,ATX,True,350,True
Xigmatek Utgard,,ATX Mid Tower,Black,0.0,Unknown,51.7,4,ATX,True,350,True
Apevia X-Trooper-Jr,,ATX Mid Tower,Black,0.0,Unknown,29.8,3,ATX,True,350,True
Apevia X-Trooper-Jr,,ATX Mid Tower,Black,450.0,Unknown,29.8,3,ATX,True,350,True
NZXT Beta,,ATX Mid Tower,Black,0.0,Unknown,42.8,5,ATX,True,350,True
Apevia X-Trooper,,ATX Mid Tower,Black,450.0,Unknown,44.8,6,ATX,True,350,True
Cooler Master Elite 310,,ATX Mid Tower,Black / Orange,0.0,Acrylic,39.1,6,ATX,True,350,True
Broadway Com Corp A3728,,ATX Mid Tower,Black,0.0,Unknown,34.7,4,ATX,True,350,True
Broadway Com Corp A5938,,ATX Mid Tower,Black,0.0,Unknown,40.4,5,ATX,True,350,True
HEC 6T10LOH400,,MicroATX Mini Tower,Black,400.0,Unknown,24.0,2,MicroATX,True,300,True
HEC 98R9BB,,ATX Full Tower,Black,0.0,Unknown,78.6,5,ATX,True,400,True
In Win BM639.AD160TBL,,Mini ITX Tower,Black,160.0,Unknown,6.8,1,Mini ITX,True,320,True
In Win EM020.T350SL,,MicroATX Mini Tower,Black / Silver,0.0,Unknown,25.3,2,MicroATX,True,300,True
Lian Li PC-A05FNA,,ATX Mid Tower,Silver,0.0,Unknown,40.4,3,ATX,True,350,True
Lian Li PC-A71F USB3.0,,ATX Mid Tower,Black,0.0,Unknown,79.5,10,ATX,True,350,True
Lian Li PC-C60,,HTPC,Silver,0.0,Unknown,33.1,6,,True,250,True
Lian Li PC-P80NB,,ATX Full Tower,Black,0.0,Unknown,84.4,10,ATX,True,400,True
Lian Li PC-V600F,,MicroATX Mini Tower,Silver,0.0,Unknown,34.5,5,MicroATX,True,300,True
Lian Li PC-V600F,,MicroATX Mini Tower,Black,0.0,Unknown,34.5,5,MicroATX,True,300,True
Lian Li PC-V600F,,MicroATX Mini Tower,Red,0.0,Unknown,34.5,5,MicroATX,True,300,True
Lian Li PC-V600F,,MicroATX Mini Tower,Black,0.0,Acrylic,34.5,5,MicroATX,True,300,True
Lian Li PC-Z60B,,ATX Mid Tower,Black,0.0,Unknown,47.5,6,ATX,True,350,True
Lian Li PC-Z70B,,ATX Full Tower,Black,0.0,Unknown,77.7,9,ATX,True,400,True
Logisys CS1200BK,,ATX Mid Tower,Black,0.0,Unknown,47.9,5,ATX,True,350,True
Logisys CS2006BK,,ATX Mid Tower,Black,480.0,Unknown,38.5,5,ATX,True,350,True
Logisys CS301BK,,ATX Mid Tower,Black,480.0,Unknown,34.5,5,ATX,True,350,True
Raidmax ATX-298WW,,ATX Mid Tower,Black / White,0.0,Acrylic,42.9,4,ATX,True,350,True
Sunbeam IC-EVO,,ATX Mid Tower,Black,0.0,Acrylic,38.5,5,ATX,True,350,True
TUNIQ IC-TQ3-US,,ATX Mid Tower,Black,0.0,Acrylic,45.8,3,ATX,True,350,True
Thermaltake Soprano DX,,ATX Mid Tower,Black,0.0,Unknown,49.8,5,ATX,True,350,True
XClio Blue I,,ATX Mid Tower,Black,0.0,Unknown,41.6,5,ATX,True,350,True
Xion XON-180,,ATX Mid Tower,Black,0.0,Unknown,29.5,4,ATX,True,350,True
Zalman GS1200,,ATX Full Tower,Black,0.0,Unknown,93.7,6,ATX,True,400,True
nMEDIAPC HTPC 1000B,,HTPC,Black,0.0,Unknown,24.4,4,,True,250,True
nMEDIAPC HTPC 3000B,,HTPC,Black,0.0,Unknown,28.9,6,,True,250,True
nMEDIAPC HTPC 6000B,,HTPC,Silver / Black,0.0,Unknown,29.9,5,,True,250,True
Raidmax ATX-615WUP,,ATX Mid Tower,White / Blue,500.0,Unknown,47.7,4,ATX,True,350,True
Raidmax ATX-948WBP,,ATX Mid Tower,Black,450.0,Acrylic,47.1,4,ATX,True,350,True
Sentey PS2-3268,,ATX Mid Tower,Black / Silver,0.0,Unknown,38.8,4,ATX,True,350,True
Raidmax ATX-948WSP,,ATX Mid Tower,Black / Silver,450.0,Acrylic,47.1,4,ATX,True,350,True
Sentey DS1-4234,,ATX Mid Tower,Black,0.0,Unknown,38.8,4,ATX,True,350,True
Raidmax ATX-305WBP,,ATX Mid Tower,Black,450.0,Unknown,49.5,4,ATX,True,350,True
Diablotek CPA-3570,,ATX Mid Tower,Black,0.0,Unknown,38.4,4,ATX,True,350,True
Sentey CS1-1396,,ATX Mid Tower,Black,0.0,Unknown,27.8,5,ATX,True,350,True
Sentey BX2-4260 v2.3,,ATX Mid Tower,Black,0.0,Acrylic,39.1,5,ATX,True,350,True
nMEDIAPC HTPC 2000B,,HTPC,Silver / Black,0.0,Unknown,29.9,6,,True,250,True
Sentey BX1-4246 v2.1,,ATX Mid Tower,Black,0.0,Unknown,40.2,4,ATX,True,350,True
Linkworld 43706-228FU+P04,,MicroATX Mid Tower,Black,430.0,Unknown,23.2,2,MicroATX,True,330,True
Linkworld 431-06 C.2222,,ATX Mid Tower,Black,500.0,Unknown,31.2,5,ATX,True,350,True
Linkworld 313-11(3131-11),,ATX Mid Tower,Black / Silver,500.0,Unknown,63.2,6,ATX,True,350,True
Sentey GS-6400 - ARVINA,,ATX Full Tower,Black,0.0,Unknown,60.7,5,ATX,True,400,True
Sentey BX1-4283 v2.3,,ATX Mid Tower,Black,0.0,Acrylic,40.2,4,ATX,True,350,True
Sentey BX1-4284 v2.3,,ATX Mid Tower,Black,0.0,Acrylic,40.2,4,ATX,True,350,True
Sigma PHANTOM-WB,,ATX Mid Tower,Black,0.0,Acrylic,47.7,4,ATX,True,350,True
Sigma BLITZ-WB,,ATX Mid Tower,Black,0.0,Acrylic,46.6,4,ATX,True,350,True
Sentey BX2-4291 v2.3,,ATX Mid Tower,Black,0.0,Acrylic,39.1,5,ATX,True,350,True
Sigma Pluto-WB,,ATX Mid Tower,Black,0.0,Acrylic,41.5,5,ATX,True,350,True
Sentey BX1-4237 v2.1,,ATX Mid Tower,Black,0.0,Unknown,40.2,4,ATX,True,350,True
Sentey CS1-1399,,ATX Mid Tower,Black,250.0,Unknown,27.8,2,ATX,True,350,True
Sentey PS2-3270,,ATX Mid Tower,Black / Silver,250.0,Unknown,38.8,4,ATX,True,350,True
Sentey PS2-3271,,ATX Mid Tower,Black,250.0,Unknown,38.8,4,ATX,True,350,True
Linkworld Q319-C8888-P4,,ATX Mid Tower,Silver,500.0,Unknown,42.4,6,ATX,True,350,True
Sentey PS2-3272,,ATX Mid Tower,Black,250.0,Unknown,38.8,4,ATX,True,350,True
Apevia X-Dreamer,,ATX Mid Tower,Black,420.0,Unknown,36.0,5,ATX,True,350,True
BitFenix Colossus,,ATX Full Tower,Black,0.0,Unknown,79.0,7,ATX,True,400,True
BitFenix Merc Beta,,ATX Mid Tower,Black,0.0,Unknown,40.5,6,ATX,True,350,True
BitFenix Survivor Core,,ATX Mid Tower,Black,0.0,Unknown,45.8,6,ATX,True,350,True
BitFenix Survivor,,ATX Mid Tower,Black,0.0,Unknown,45.8,6,ATX,True,350,True
Cooler Master Elite 330 Upgraded,,ATX Mid Tower,Black / Silver,0.0,Unknown,40.5,5,ATX,True,350,True
nMEDIAPC HTPC 5000S,,HTPC,Silver / Black,0.0,Unknown,24.4,4,,True,250,True
Silverstone PS06B-W,,ATX Mid Tower,Black / Blue,0.0,Acrylic,57.2,4,ATX,True,350,True
In Win BM639.AD160TSL,,Mini ITX Tower,Black / Silver,160.0,Unknown,6.8,1,Mini ITX,True,320,True
Lian Li PC-K9B,,ATX Mid Tower,Black,0.0,Unknown,49.9,6,ATX,True,350,True
Lian Li PC-8NW USB3.0,,ATX Mid Tower,Black,0.0,Acrylic,46.2,3,ATX,True,350,True
Lian Li PC-K9WX,,ATX Mid Tower,Black,0.0,Acrylic,49.9,6,ATX,True,350,True
Lian Li PC-60FN USB3.0,,ATX Mid Tower,Black,0.0,Unknown,48.0,4,ATX,True,350,True
Lian Li PC-V353,,HTPC,Black,0.0,Unknown,32.7,2,,True,250,True
Lian Li PC-V353,,HTPC,Silver,0.0,Unknown,32.7,2,,True,250,True
Lian Li PC-7FN USB 3.0,,ATX Mid Tower,Black,0.0,Unknown,45.8,4,ATX,True,350,True
NZXT Tempest 410,,ATX Mid Tower,Black,0.0,Unknown,51.1,8,ATX,True,350,True
Apevia X-Telstar-Jr G-Type,,ATX Mid Tower,Black / Green,0.0,Acrylic,42.3,3,ATX,True,350,True
Apevia X-Jupiter G-Type,,ATX Full Tower,Silver,0.0,Acrylic,64.5,6,ATX,True,400,True
Apevia X-Telstar,,ATX Full Tower,Black / Blue,0.0,Acrylic,52.7,5,ATX,True,400,True
Apevia X-Dreamer,,ATX Mid Tower,Black,420.0,Acrylic,36.0,5,ATX,True,350,True
Apevia X-Dreamer2,,ATX Mid Tower,Blue,420.0,Acrylic,40.0,5,ATX,True,350,True
Apevia X-Dreamer,,ATX Mid Tower,Silver,420.0,Acrylic,36.0,5,ATX,True,350,True
Apevia X-Dreamer2,,ATX Mid Tower,Green,420.0,Acrylic,40.0,5,ATX,True,350,True
Apevia X-Jupiter G-Type,,ATX Full Tower,Gray,0.0,Acrylic,64.5,6,ATX,True,400,True
Apevia X-Dreamer,,ATX Mid Tower,Silver,420.0,Unknown,36.0,5,ATX,True,350,True
Apevia X-Jupiter G-Type,,ATX Full Tower,Silver,0.0,Unknown,66.3,6,ATX,True,400,True
Linkworld 431-06 C.2828,,ATX Mid Tower,Silver,500.0,Unknown,31.2,5,ATX,True,350,True
Gigabyte GZ-F5HEB,,ATX Mid Tower,Black,0.0,Unknown,28.7,5,ATX,True,350,True
HEC 6BRBBB,,ATX Mid Tower,Black,0.0,Unknown,38.3,4,ATX,True,350,True
Gigabyte GZ-X2SPD-500,,ATX Mid Tower,White,0.0,Unknown,36.5,3,ATX,True,350,True
Linkworld 6280-01,,HTPC,Black / Silver,400.0,Unknown,21.1,1,,True,250,True
Gigabyte GZ-F2HEB,,ATX Mid Tower,Black,0.0,Unknown,28.7,5,ATX,True,350,True
Linkworld 3210-04-C2628,,ATX Mid Tower,Black / Silver,0.0,Acrylic,36.8,5,ATX,True,350,True
HEC 6K11BB,,MicroATX Mini Tower,Black,0.0,Unknown,26.4,1,MicroATX,True,300,True
Linkworld 43715-128FU+P04,,MicroATX Mini Tower,Black,430.0,Unknown,23.2,1,MicroATX,True,300,True
XClio Touch 320,,ATX Mid Tower,Black,0.0,Unknown,56.5,8,ATX,True,350,True
Xion XON-403,,ATX Mid Tower,Black / Silver,0.0,Acrylic,33.4,5,ATX,True,350,True
nMEDIAPC HTPC 1000B,,HTPC,Silver / Black,0.0,Unknown,24.4,4,,True,250,True
XClio Touch 767,,ATX Full Tower,Black,0.0,Unknown,56.5,6,ATX,True,400,True
XClio Touch 787,,ATX Full Tower,Black,0.0,Unknown,56.5,6,ATX,True,400,True
Silverstone Fortress Series FT02S,,ATX Full Tower,Silver,0.0,Acrylic,64.8,5,ATX,True,400,True
Azza Triton 401,,ATX Mid Tower,Black,0.0,Unknown,47.6,4,ATX,True,350,True
Azza Hurrican 2000R,,ATX Full Tower,Black,0.0,Acrylic,82.0,6,ATX,True,400,True
Enermax Fulmo Advance,,ATX Mid Tower,Black,0.0,Unknown,57.5,6,ATX,True,350,True
Foxconn RM233+DSI250P,,Mini ITX Tower,Black / Silver,250.0,Unknown,9.1,1,Mini ITX,True,320,True
Foxconn RM338+FSP150-50GL,,Mini ITX Tower,Black / Silver,150.0,Unknown,9.1,1,Mini ITX,True,320,True
In Win IW-V508T2X.L+,,MicroATX Mini Tower,White,0.0,Unknown,22.9,1,MicroATX,True,300,True
Apevia X-Telstar,,ATX Full Tower,Black / Red,0.0,Acrylic,52.7,5,ATX,True,400,True
Apevia X-Telstar,,ATX Full Tower,Black / Green,0.0,Acrylic,52.7,5,ATX,True,400,True
Lian Li PC-C37U,,HTPC,Black,300.0,Unknown,18.4,2,,True,250,True
In Win Dragon Rider,,ATX Full Tower,White / Black,0.0,Unknown,76.6,6,ATX,True,400,True
Sentey GS-6000,,ATX Mid Tower,Black,0.0,Unknown,42.5,4,ATX,True,350,True
Sentey BX2-4260 v2.1,,ATX Mid Tower,Black,0.0,Unknown,39.1,5,ATX,True,350,True
Sentey GS-6070 Abaddom,,ATX Mid Tower,Black,0.0,Unknown,42.5,4,ATX,True,350,True
Sentey CS1-1397,,ATX Mid Tower,Black,0.0,Unknown,27.8,2,ATX,True,350,True
Sentey BX1-4285 v2.1,,ATX Mid Tower,Black,0.0,Unknown,40.2,4,ATX,True,350,True
Rosewill RZLS142A-P YE,,ATX Mid Tower,Black / Yellow,0.0,Unknown,35.7,4,ATX,True,350,True
Sentey GS-6050 Halcon,,ATX Mid Tower,Black,0.0,Unknown,42.5,4,ATX,True,350,True
Sigma ATLANTIS,,ATX Mid Tower,Blue,0.0,Unknown,74.1,4,ATX,True,350,True
Sentey GS-6600 Wolf,,ATX Full Tower,Black,0.0,Unknown,60.7,5,ATX,True,400,True
Sigma ZEN-WAR,,ATX Mid Tower,Black / Silver,0.0,Acrylic,74.1,3,ATX,True,350,True
Sigma ZEN-WAR,,ATX Mid Tower,Green,0.0,Acrylic,74.1,3,ATX,True,350,True
Logisys CS309Bk,,ATX Mid Tower,Black,480.0,Acrylic,31.8,1,ATX,True,350,True
Sentey GS-6500B,,ATX Full Tower,Black / Blue,0.0,Unknown,61.0,5,ATX,True,400,True
Sentey GS-6400W - ARVINA,,ATX Full Tower,White / Black,0.0,Unknown,60.7,5,ATX,True,400,True
BitFenix Raider,,ATX Mid Tower,Black,0.0,Unknown,45.8,6,ATX,True,350,True
Cooler Master Elite 370,,ATX Mid Tower,Black,400.0,Unknown,38.7,5,ATX,True,350,True
Lian Li PC-6,,ATX Mid Tower,Black,0.0,Unknown,45.8,3,ATX,True,350,True
Lian Li PC-C32B USB3.0,,HTPC,Black,0.0,Unknown,37.4,4,,True,250,True
Lian Li PC-B10 USB3.0,,ATX Mid Tower,Black,0.0,Unknown,46.4,4,ATX,True,350,True
Lian Li PC-K65,,ATX Mid Tower,Black,0.0,Unknown,50.1,6,ATX,True,350,True
Lian Li PC-K56 N,,ATX Mid Tower,Black,0.0,Unknown,50.1,3,ATX,True,350,True
Raidmax Super Hurricane,,ATX Mid Tower,Black / Blue,0.0,Acrylic,36.7,4,ATX,True,350,True
Raidmax Super Hurricane,,ATX Mid Tower,Black / Silver,0.0,Acrylic,36.7,4,ATX,True,350,True
Cougar Solution RSB400,,ATX Mid Tower,Black,400.0,Unknown,40.7,6,ATX,True,350,True
Raidmax ATX-321WB,,ATX Mid Tower,Black / Orange,0.0,Acrylic,42.6,4,ATX,True,350,True
In Win IW-BW138.CQ450TBL,,ATX Mid Tower,Black,0.0,Unknown,34.9,4,ATX,True,350,True
Raidmax Seiran,,ATX Mid Tower,White / Black,0.0,Unknown,45.3,6,ATX,True,350,True
Xion XON-990,,ATX Mid Tower,Black,0.0,Unknown,53.0,5,ATX,True,350,True
Raidmax Viper,,ATX Mid Tower,Red / Black,0.0,Acrylic,42.6,4,ATX,True,350,True
Raidmax Seiran,,ATX Mid Tower,Red / Black,0.0,Unknown,45.3,6,ATX,True,350,True
HEC 6T10LOH585,,MicroATX Mini Tower,Black,585.0,Unknown,24.0,2,MicroATX,True,300,True
Antec One Illusion,,ATX Mid Tower,Black,0.0,Unknown,44.2,5,ATX,True,350,True
Lian Li PC-Q15,,HTPC,Silver,300.0,Unknown,14.6,1,,True,250,True
Lian Li PC-Q09FN,,HTPC,Silver,300.0,Unknown,7.5,1,,True,250,True
Lian Li PC-V700,,ATX Mid Tower,Black,0.0,Acrylic,41.7,6,ATX,True,350,True
Lian Li PC-Q15,,HTPC,Black,300.0,Unknown,14.6,1,,True,250,True
Lian Li PC-V700,,ATX Mid Tower,Black,0.0,Unknown,41.7,6,ATX,True,350,True
Lian Li PC-Q18,,HTPC,Silver,0.0,Unknown,20.9,6,,True,250,True
Lian Li PC-Q25A,,Mini ITX Tower,Silver,0.0,Unknown,20.2,7,Mini ITX,True,320,True
NZXT Phantom 410,,ATX Mid Tower,Black / White,0.0,Acrylic,58.5,6,ATX,True,350,True
BitFenix Colossus Window,,ATX Full Tower,White,0.0,Acrylic,79.0,7,ATX,True,400,True
BitFenix Shinobi Window,,ATX Mid Tower,White,0.0,Acrylic,46.2,7,ATX,True,350,True
BitFenix Colossus Venom Window,,ATX Full Tower,Black,0.0,Acrylic,79.4,7,ATX,True,400,True
Fractal Design Define R4,,ATX Mid Tower,Black / Gray,0.0,Unknown,56.0,8,ATX,True,350,True
XClio 320,,ATX Mid Tower,Black,0.0,Unknown,43.7,8,ATX,True,350,True
DIYPC SW-713,,ATX Mid Tower,Black,0.0,Unknown,41.2,2,ATX,True,350,True
DIYPC SW-9001,,ATX Mid Tower,Black,0.0,Unknown,41.2,2,ATX,True,350,True
Lian Li PC-Q02,,Mini ITX Tower,Silver,300.0,Unknown,6.8,1,Mini ITX,True,320,True
BitFenix Colossus,,ATX Full Tower,White,0.0,Unknown,79.0,7,ATX,True,400,True
Thermaltake ARMOR REVO,,ATX Full Tower,Black,0.0,Acrylic,82.0,6,ATX,True,400,True
HEC 6T16BB,,ATX Mini Tower,Black,0.0,Unknown,24.0,2,ATX,True,320,True
Zalman GS1000 SE,,ATX Full Tower,Black,0.0,Unknown,94.7,6,ATX,True,400,True
Rosewill RPS-01,,ATX Mid Tower,Black / Silver,500.0,Acrylic,45.7,6,ATX,True,350,True
Gigabyte GZ-ZIF138R,,ATX Mid Tower,Black,0.0,Unknown,33.3,4,ATX,True,350,True
Cougar Evolution,,ATX Mid Tower,White,0.0,Acrylic,59.8,4,ATX,True,350,True
In Win K1 STANDARD,,Mini ITX Desktop,Black,120.0,Unknown,4.7,0,Mini ITX,True,280,True
Gigabyte GZ-AXBS11-CNB,,ATX Mid Tower,Black,0.0,Unknown,42.9,6,ATX,True,350,True
Silverstone LC10B-E-USB3.0,,HTPC,Black,0.0,Unknown,31.1,7,,True,250,True
Sentey GS-6070 II Abaddom,,ATX Mid Tower,Black,0.0,Acrylic,42.5,4,ATX,True,350,True
Sentey CS1-1420 TAC2.0,,ATX Mid Tower,Black,0.0,Unknown,30.3,5,ATX,True,350,True
In Win Z670T.CQ350TBL,,MicroATX Mini Tower,Black,350.0,Unknown,24.2,2,MicroATX,True,300,True
Gigabyte GZ-ZIF338R,,ATX Mid Tower,Black,0.0,Unknown,33.3,4,ATX,True,350,True
Topower TP-4107BB-400,,ATX Mid Tower,Black,400.0,Unknown,30.6,5,ATX,True,350,True
Athena Power CA-GSB01DA,,ATX Mid Tower,Black,0.0,Acrylic,41.1,4,ATX,True,350,True
Raidmax ATX-605BW,,ATX Mid Tower,Black / White,0.0,Unknown,75.6,6,ATX,True,350,True
Lian Li PC-Q16,,Mini ITX Tower,Silver,300.0,Unknown,9.2,1,Mini ITX,True,320,True
Lian Li PC-A55,,ATX Mid Tower,Black,0.0,Unknown,31.8,2,ATX,True,350,True
Topower TP-1687BB-300,,MicroATX Desktop,Black / White,300.0,Unknown,15.4,1,MicroATX,True,280,True
Lian Li PC-Q03,,Mini ITX Tower,Silver,0.0,Unknown,10.2,1,Mini ITX,True,320,True
Lian Li PC-Q16,,Mini ITX Tower,Black,300.0,Unknown,9.2,1,Mini ITX,True,320,True
Apex PCV-588,,ATX Mid Tower,Black,0.0,Acrylic,39.9,6,ATX,True,350,True
In Win BL641S.300TBL,,MicroATX Slim,Black,300.0,Unknown,11.6,2,MicroATX,True,240,True
Silverstone RL01B-USB 3.0,,ATX Mid Tower,Black,0.0,Unknown,40.9,5,ATX,True,350,True
Sentey GS-6700 SPIDER,,ATX Full Tower,Black,0.0,Unknown,60.7,5,ATX,True,400,True
Cougar Solution AF-2,,ATX Mid Tower,Black / Green,0.0,Unknown,40.7,6,ATX,True,350,True
Sentey GS-6410 ARVINA PLUS,,ATX Full Tower,Black,0.0,Acrylic,60.7,5,ATX,True,400,True
Sentey GS-6510 BURTON PLUS,,ATX Full Tower,Black,0.0,Acrylic,60.7,5,ATX,True,400,True
Lian Li PC-K56N USB 3.0,,ATX Mid Tower,Black,0.0,Unknown,50.1,3,ATX,True,350,True
Lian Li PC-V750,,ATX Full Tower,Black,0.0,Unknown,99.4,9,ATX,True,400,True
Silverstone LC20B-M-USB3.0,,HTPC,Black,0.0,Unknown,31.2,6,,True,250,True
In Win GR One,,ATX Full Tower,Gray / Black,0.0,Acrylic,81.0,8,ATX,True,400,True
Lian Li PC-B12,,ATX Mid Tower,Black,0.0,Unknown,49.3,3,ATX,True,350,True
Lian Li PC-X2000FNB,,ATX Full Tower,Black,0.0,Unknown,75.4,9,ATX,True,400,True
Topower TP-4106BB,,ATX Mid Tower,Black,0.0,Unknown,45.8,5,ATX,True,350,True
Apevia X-Jupiter-Jr G-Type,,ATX Mid Tower,Silver,0.0,Acrylic,42.3,3,ATX,True,350,True
Silverstone SG01B-F-USB3.0,,MicroATX Desktop,Black,0.0,Unknown,21.7,2,MicroATX,True,280,True
Enermax ECA3175,,ATX Mid Tower,Black,0.0,Acrylic,33.9,6,ATX,True,350,True
Cooler Master Storm Scout 2 Advanced,,ATX Mid Tower,Gray / Black,0.0,Acrylic,61.6,7,ATX,True,350,True
Lian Li PC-7H,,ATX Mid Tower,Black,0.0,Unknown,55.5,4,ATX,True,350,True
Gigabyte GZ-ZLM10BS,,ATX Mid Tower,Black,0.0,Unknown,36.2,8,ATX,True,350,True
BitFenix Shinobi XL,,ATX Full Tower,White,0.0,Unknown,77.2,7,ATX,True,400,True
DIYPC SW-711,,ATX Mid Tower,Black,0.0,Unknown,41.2,2,ATX,True,350,True
Rosewill Line Glow,,ATX Mid Tower,Black,0.0,Unknown,35.5,8,ATX,True,350,True
Parvum Systems S1.0,,MicroATX Mid Tower,Black,0.0,Acrylic,35.4,2,MicroATX,True,330,True
Parvum Systems S1.0,,MicroATX Mid Tower,White,0.0,Acrylic,35.4,2,MicroATX,True,330,True
Antec P280,,ATX Mid Tower,White,0.0,Unknown,68.0,6,ATX,True,350,True
Silverstone TJ10B-USB3.0,,ATX Full Tower,Black,0.0,Unknown,69.2,6,ATX,True,400,True
Silverstone TJ10B-W,,ATX Full Tower,Black,0.0,Acrylic,69.2,6,ATX,True,400,True
Silverstone TJ10B-W-USB3.0,,ATX Full Tower,Black,0.0,Acrylic,69.2,6,ATX,True,400,True
Silverstone TJ10B-WNV,,ATX Full Tower,Black,0.0,Acrylic,69.2,6,ATX,True,400,True
Silverstone TJ10S,,ATX Full Tower,Silver,0.0,Unknown,69.2,6,ATX,True,400,True
Silverstone TJ10S-W,,ATX Full Tower,Silver,0.0,Acrylic,69.2,6,ATX,True,400,True
Silverstone TJ10B-WNV-USB3.0,,ATX Full Tower,Black,0.0,Acrylic,69.2,6,ATX,True,400,True
Silverstone RL04B,,ATX Mid Tower,Black,0.0,Unknown,54.9,5,ATX,True,350,True
Silverstone RL03B-W-USB 3.0,,ATX Mid Tower,Black,0.0,Acrylic,40.4,7,ATX,True,350,True
Silverstone PS05B-USB3.0,,ATX Mid Tower,Black,0.0,Unknown,42.6,4,ATX,True,350,True
CFI Prime 311,,ATX Mid Tower,Black,0.0,Unknown,42.7,4,ATX,True,350,True
CFI Prime 223,,ATX Mid Tower,Black,0.0,Unknown,32.4,4,ATX,True,350,True
CFI Pharaoh,,ATX Full Tower,Black,0.0,Acrylic,89.6,8,ATX,True,400,True
CFI Diablo LT,,ATX Mid Tower,Black,0.0,Acrylic,48.0,4,ATX,True,350,True
Lian Li PC-9N,,ATX Mid Tower,Silver,0.0,Unknown,46.5,3,ATX,True,350,True
Lian Li PC-9N,,ATX Mid Tower,Black,0.0,Unknown,46.5,3,ATX,True,350,True
Lian Li PC-Q07B USB3.0,,Mini ITX Tower,Black,0.0,Unknown,11.6,1,Mini ITX,True,320,True
Ultra XBlaster Pro,,ATX Mid Tower,Black,0.0,Unknown,36.0,7,ATX,True,350,True
Ultra XBlaster V2,,ATX Mid Tower,Black,0.0,Unknown,36.0,6,ATX,True,350,True
Ultra Gladiator,,ATX Mid Tower,Black,0.0,Unknown,39.5,5,ATX,True,350,True
Thermaltake Overseer RX-I Snow Edition,,ATX Full Tower,White,0.0,Acrylic,68.1,5,ATX,True,400,True
Enermax Hoplite ST,,ATX Mid Tower,Black,0.0,Acrylic,48.0,6,ATX,True,350,True
Enermax Hoplite ST,,ATX Mid Tower,White,0.0,Acrylic,48.0,6,ATX,True,350,True
Rosewill R5601,,ATX Mid Tower,Black,0.0,Unknown,43.2,5,ATX,True,350,True
Thermaltake Urban S41,,ATX Mid Tower,Black,0.0,Unknown,58.9,5,ATX,True,350,True
Thermaltake Urban S31 Window,,ATX Mid Tower,Black,0.0,Acrylic,53.6,6,ATX,True,350,True
Xigmatek CCC-AD38BV-U03,,ATX Mid Tower,Black / Orange,0.0,Unknown,43.6,8,ATX,True,350,True
Xigmatek CCC-AD38BX-U03,,ATX Mid Tower,Black / Silver,0.0,Unknown,43.6,8,ATX,True,350,True
Enermax ECA3253,,ATX Mid Tower,Black,0.0,Acrylic,43.8,5,ATX,True,350,True
Enermax ECA3253,,ATX Mid Tower,Black / White,0.0,Acrylic,43.8,5,ATX,True,350,True
Enermax ECA3280A,,ATX Mid Tower,Black / Blue,0.0,Acrylic,58.2,8,ATX,True,350,True
Enermax ECA3290A,,ATX Mid Tower,Gunmetal,0.0,Acrylic,45.8,7,ATX,True,350,True
Lian Li PC-Q27,,Mini ITX Tower,Silver,0.0,Unknown,14.3,3,Mini ITX,True,320,True
Lian Li PC-Q27,,Mini ITX Tower,Black,0.0,Unknown,14.3,3,Mini ITX,True,320,True
Lian Li PC-Q28,,Mini ITX Tower,Silver,0.0,Unknown,23.8,4,Mini ITX,True,320,True
Lian Li PC-Q28,,Mini ITX Tower,Black,0.0,Unknown,23.8,4,Mini ITX,True,320,True
Lian Li PC-K7B USB3.0,,ATX Mid Tower,Black,0.0,Unknown,47.0,5,ATX,True,350,True
Lian Li PC-Q30,,Mini ITX Tower,Silver,0.0,Unknown,23.4,0,Mini ITX,True,320,True
Gigabyte GZ-G1SGS,,ATX Mid Tower,Black,0.0,Unknown,33.8,6,ATX,True,350,True
Apevia X-DMR4,,ATX Mid Tower,Black,0.0,Acrylic,43.1,4,ATX,True,350,True
Cougar Challenger,,ATX Mid Tower,Black / White,0.0,Acrylic,71.6,7,ATX,True,350,True
In Win BP655.300TB3L,,Mini ITX Tower,Black,200.0,Unknown,8.1,0,Mini ITX,True,320,True
In Win IW-Z611T.CQ350TSL,,MicroATX Mini Tower,Black / Silver,350.0,Unknown,24.2,1,MicroATX,True,300,True
In Win Z653T.CQ350TB3L,,MicroATX Mini Tower,Black,0.0,Unknown,24.2,1,MicroATX,True,300,True
Silverstone GD01B-R-USB3.0,,HTPC,Black,0.0,Unknown,22.0,6,,True,250,True
Silverstone PS08B,,MicroATX Mid Tower,White,0.0,Unknown,23.7,4,MicroATX,True,330,True
